aquifer_idx,Study_area,n_cells,tau_true_cm_yr,tau_gw_cm_yr,tau_stipulated_cm_yr,aux_era5_cm_yr,aux_gldas_cm_yr
24,Northern Georgina Basin (Daly-Wiso-Georgina Basins),41,-0.3403234429058555,-0.10042214422720534,-0.0834,-0.23990129867865012,-0.2399012984731184
25,Dakota Aquifer System,51,-0.23202341814678476,-0.11010185657698396,-0.20720000000000002,-0.1219215615698008,-0.12192156133277013
26,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),39,0.0367016694158116,0.08341905801695092,0.0883,-0.04671738860113932,-0.046717388553785356
27,Trans Gangetic Plain (Indo-Gangetic Plain),40,-0.5643034102220651,-0.7804197237860674,-1.0779,0.2161163135640023,0.21611631364728145
28,Southcentral Mega Aquifer System (Mega Aquifer System),32,-0.10476500479166763,-0.20257561219346568,-0.2753,0.09781060740179805,0.0978106074569445
29,Central Mississippi Embayment (Mississippi Embayment),36,-2.1628239326603755,-1.954156961000695,-2.5295,-0.2086669716596805,-0.208666970773015
30,Northern Karoo Basin (Main Karoo Basin),32,-0.11281851869420041,0.18895600525731043,0.0529,-0.30177452395151083,-0.30177452383951364
31,Mississippian-Silurian-Devonian Carbonates (Northern Midwest Aquifer System),36,-0.37189815548218713,-0.16714472005658843,-0.2457,-0.2047534354255987,-0.20475343479944333
32,Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),25,-1.0272487367932153,-1.0083834268666207,-1.4324000000000001,-0.01886530992659452,-0.01886531024163627
33,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),27,-0.15321726078874612,-0.03901248452732375,-0.0703,-0.11420477626142236,-0.11420477599378354
34,Central Huaihe Plain (Huaihe River Basin),29,-0.5898344858876116,-0.49395334358181636,-0.6839000000000001,-0.0958811423057952,-0.0958811420626783
35,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,38,0.6531763040547738,1.0059983918153927,1.2784,-0.35282208776061896,-0.35282208699579765
36,Southern High Plains (High Plains),30,-0.4354435222087141,-0.3070193435137365,-0.3659,-0.12842417869497758,-0.12842417841663506
37,Southcentral Karoo Basin (Main Karoo Basin),27,-0.6252009483305707,-0.45633776646933766,-1.2077,-0.16886318186123306,-0.16886318150239565
38,Central High Plains (High Plains),28,-1.2965091072367527,-1.1960471046001957,-1.7983,-0.10046200263655702,-0.10046200271379874
39,Lower Liaohe River Plain (Liaohe River Basin),29,0.38867577288549654,-0.025033188264603358,-0.056,0.4137089611500999,0.4137089606303868
40,Wadi As-Sirhan Basin,25,0.2017573932556609,-0.049845205349961445,-0.07440000000000001,0.25160259860562234,0.2516025989013945
41,Eastern Saq Aquifer (Ram-Saq Aquifer System),25,0.9760536450566475,0.9446264778998175,1.5162,0.03142716715683003,0.031427167466900066
42,Trinity Aquifer System (Edwards-Trinity Aquifer System),25,-0.3375700674520366,-0.12466396956693551,-0.1849,-0.2129060978851011,-0.21290609776564293
43,Wisconsin Precambrian Aquifer,29,-0.005831795366989607,0.18061220456471658,0.165,-0.18644399993170618,-0.18644399970942754
44,Lafayette Area (Gulf Coast Regional Aquifer System),26,1.74385516510309,1.841344790879999,2.8342,-0.0974896257769089,-0.09748962566298676
45,Paskapoo-Scollard,36,-0.3434353399687188,-0.040274166666576745,-0.059300000000000005,-0.30316117330214204,-0.3031611730565281
46,Western Surat Basin (Great Artesian Basin),23,1.3201728051512664,1.3569690750129513,2.1328,-0.03679626986168483,-0.03679626971130876
47,Coonamble Embayment (Great Artesian Basin),25,0.2643548784893125,0.19437015683000733,0.1242,0.06998472165930517,0.06998472171072698
48,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),22,0.2906722394035913,0.43813805455388993,0.38730000000000003,-0.1474658151502986,-0.14746581527434366
49,Wuyuer-Shuangyang System (Songnen Plain),29,0.8259865820897501,0.2986677770271278,0.4339,0.5273188050626223,0.5273188054063763
50,Powder River Basin (Northern Great Plains),29,-0.2457432922725365,-0.19894051636248694,-0.3457,-0.046802775910049554,-0.04680277594041327
51,Central Eucla Basin (Eucla Basin),23,0.35712360682546995,0.44485308666352474,0.7663000000000001,-0.08772947983805479,-0.08772947973547134
52,Rio Grande Delta (Gulf Coast Regional Aquifer System),21,-0.15466754174949607,0.14628564809747185,0.23220000000000002,-0.30095318984696795,-0.3009531895076426
53,Michigan Basin,25,-0.26124621071180104,0.0660469979188783,0.0935,-0.32729320863067934,-0.3272932089563803
54,Southern Piedmont Upland (Piedmont Plateau),24,0.3525955123412983,0.36827147156014356,0.5147,-0.015675959218845237,-0.015675959677654967
55,Eastern Huaihe Plain (Huaihe River Basin),26,0.1734053134628581,0.13400640079162,0.06280000000000001,0.0393989126712381,0.03939891311204614
56,Northern Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),22,-0.14858127157944243,-0.10854552688635473,-0.1559,-0.040035744693087696,-0.040035744865474204
57,Eastern Mississippi Embayment (Mississippi Embayment),22,-0.6171456527708602,-0.5055054188189615,-0.4862,-0.1116402339518987,-0.11164023352830116
58,Western Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),28,0.4471028829809293,0.532803202633725,0.6461,-0.08570031965279573,-0.0857003198272397
59,Southeastern System (Amadeus Basin),22,-1.191394908448854,-1.0289863308083944,-1.6049,-0.16240857764045957,-0.1624085776270546
60,Edwards Plateau (Edwards-Trinity Aquifer System),22,-0.30581377773802015,0.05529059038200856,0.0989,-0.3611043681200287,-0.3611043683971461
61,Southcentral Deccan Basalt Plateau (Deccan Plateau),18,0.2509697849193551,0.24863336538533343,0.41000000000000003,0.0023364195340216942,0.002336419841106562
62,Eastside Lower Indus Valley (Indus Basin),21,0.3432888469471758,0.13406399604071517,0.2601,0.20922485090646065,0.2092248505893303
63,Central Piedmont Upland (Piedmont Plateau),22,-0.046393637244263077,0.04695916637267958,0.0664,-0.09335280361694265,-0.09335280374017779
64,Eastern Carrizo-Wilcox (Carrizo-Wilcox),21,-0.20210853770348652,-0.17320892214402672,-0.5767,-0.0288996155594598,-0.028899616300857946
65,Jiangsu Coastal Plain (Huaihe River Basin),21,1.5897381125153587,1.5321629809132873,2.3897,0.057575131602071394,0.0575751312755277
66,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),22,-0.058127603968886055,0.08446030882517963,0.1047,-0.14258791279406569,-0.1425879125420452
67,Northcentral Deccan Basalt Plateau (Deccan Plateau),19,-0.017108071776863416,-0.04309632563414585,-0.11080000000000001,0.025988253857282435,0.02598825399764876
68,Eastside Middle Indus Plain (Indus Basin),19,-1.1739527888675085,-1.3890459293594055,-2.2576,0.21509314049189698,0.2150931398955533
69,Central Allegheny Plateau (Appalachian Plateaus),21,-0.7719346757571126,-0.6220861317640294,-0.962,-0.14984854399308323,-0.149848543100651
70,Northeastern Karoo Basin (Main Karoo Basin),20,0.18380071671341727,0.6046231541369051,0.9089,-0.4208224374234879,-0.4208224375483558
71,Southern Riverine Plains (Murray Basin),19,-0.018193718864989484,-0.1422844951368556,-0.21930000000000002,0.12409077627186611,0.12409077630945643
72,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),20,0.24177490876733063,0.2983602217757295,0.6104,-0.05658531300839889,-0.05658531355909579
